code,label,path
303021,Medizinische Rehabilitation,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Medizinische Rehabilitation"
303022,Palliativpflege,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Palliativpflege"
303023,Parasitologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Parasitologie"
303036,Patientensicherheit,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Patientensicherheit"
303024,Pflegewissenschaft,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Pflegewissenschaft"
303038,Physiotherapie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Physiotherapie"
303025,Präventivmedizin,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Präventivmedizin"
303026,Public Health,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Public Health"
303039,Radiologietechnologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Radiologietechnologie"
303027,Sozialmedizin,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Sozialmedizin"
303028,Sportwissenschaft,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Sportwissenschaft"
303029,Suchtforschung,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Suchtforschung"
303030,Trainingswissenschaft,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Trainingswissenschaft"
303031,Tropenmedizin,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Tropenmedizin"
303032,Umwelthygiene,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Umwelthygiene"
303033,Umweltmedizin,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Umweltmedizin"
303040,Versorgungsforschung,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Versorgungsforschung"
303034,Virologie,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Virologie"
303035,Wasserhygiene,"Humanmedizin, Gesundheitswissenschaften > Gesundheitswissenschaften > Gesundheitswissenschaften > Wasserhygiene"
304001,Ethik in der Medizinischen Biotechnologie,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Ethik in der Medizinischen Biotechnologie"
304002,Genetische Diagnostik,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Genetische Diagnostik"
304003,Gentechnik (404006),"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Gentechnik (404006)"
304004,Gentherapie,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Gentherapie"
304005,Medizinische Biotechnologie,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Medizinische Biotechnologie"
304006,Pharmakogenomik,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Pharmakogenomik"
304008,Regenerative Medizin,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Regenerative Medizin"
304007,Tissue Engineering,"Humanmedizin, Gesundheitswissenschaften > Medizinische Biotechnologie > Medizinische Biotechnologie > Tissue Engineering"
305101,Blutspurenanalyse,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Blutspurenanalyse"
305102,DNA-Analyse (Gerichtsmedizin),"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > DNA-Analyse (Gerichtsmedizin)"
305109,Forensische Anthropologie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Forensische Anthropologie"
305103,Forensische Biologie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Forensische Biologie"
305104,Forensische Chemie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Forensische Chemie"
305105,Forensische Psychiatrie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Forensische Psychiatrie"
305106,Forensische Radiologie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Forensische Radiologie"
305107,Forensische Toxikologie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Forensische Toxikologie"
305108,Gerichtliche Humanmedizin,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Gerichtsmedizin > Gerichtliche Humanmedizin"
305901,Computerunterstützte Diagnose und Therapie,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Computerunterstützte Diagnose und Therapie"
305902,Gender Medizin,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Gender Medizin"
305903,Geschichte der Medizin,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Geschichte der Medizin"
305904,Medizinische Dokumentation,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Medizinische Dokumentation"
305905,Medizinische Informatik (102020),"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Medizinische Informatik (102020)"
305906,Medizinische Kybernetik,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Medizinische Kybernetik"
305907,Medizinische Statistik,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Medizinische Statistik"
305908,Sportmedizin,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Sportmedizin"
305909,Stressforschung,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Stressforschung"
305910,Verkehrsmedizin,"Humanmedizin, Gesundheitswissenschaften > Andere Humanmedizin, Gesundheitswissenschaften > Sonstige Humanmedizin, > Verkehrsmedizin"
401101,Ackerbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Ackerbau"
401102,Bewässerungswirtschaft,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Bewässerungswirtschaft"
401119,Feldfutterbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Feldfutterbau"
401103,Gartenbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Gartenbau"
401104,Gemüsebau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Gemüsebau"
401105,Getreidebau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Getreidebau"
401106,Landschaftspflege,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Landschaftspflege"
401107,Landtechnik,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Landtechnik"
401108,Obstbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Obstbau"
401109,Ökologischer Landbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Ökologischer Landbau"
401110,Pflanzenbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Pflanzenbau"
401111,Pflanzenernährung,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Pflanzenernährung"
401112,Pflanzenschutz,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Pflanzenschutz"
401113,Pflanzenzucht,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Pflanzenzucht"
401114,Saatzucht,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Saatzucht"
401115,Samenzucht,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Samenzucht"
401116,Spezialkulturen,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Spezialkulturen"
401117,Weinbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Weinbau"
401118,Zierpflanzenbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Ackerbau, Gartenbau > Zierpflanzenbau"
401201,Forstentomologie,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Forstentomologie"
401202,Forstpathologie,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Forstpathologie"
401203,Forstschutz,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Forstschutz"
401204,Forsttechnik,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Forsttechnik"
401205,Forstwirtschaft,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Forstwirtschaft"
401206,Holzwirtschaft,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Holzwirtschaft"
401207,Waldbau,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Waldbau"
401208,Waldökologie,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Waldökologie"
401209,Waldwachstum,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Forst- und Holzwirtschaft > Waldwachstum"
401901,Bodenerosion,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Sonstige Land- und Forstwirtschaft, Fischerei > Bodenerosion"
401902,Bodenkunde,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Sonstige Land- und Forstwirtschaft, Fischerei > Bodenkunde"
401903,Fischerei,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Sonstige Land- und Forstwirtschaft, Fischerei > Fischerei"
401904,Geschichte der Land- und Forstwirtschaft,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Sonstige Land- und Forstwirtschaft, Fischerei > Geschichte der Land- und Forstwirtschaft"
401906,Jagdwirtschaft,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Sonstige Land- und Forstwirtschaft, Fischerei > Jagdwirtschaft"
401905,Nachwachsende Rohstoffe,"Agrarwissenschaften, Veterinärmedizin > Land- und Forstwirtschaft, Fischerei > Sonstige Land- und Forstwirtschaft, Fischerei > Nachwachsende Rohstoffe"
402001,Bienenkunde,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Bienenkunde"
402002,Fischkunde,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Fischkunde"
402003,Fleischhygiene,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Fleischhygiene"
402004,Fleischproduktion,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Fleischproduktion"
402005,Futtermittelanalyse,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Futtermittelanalyse"
402006,Haustierzucht,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Haustierzucht"
402007,Imkerei,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Imkerei"
402008,Künstliche Besamung,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Künstliche Besamung"
402018,Labortierkunde,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Labortierkunde"
402009,Lebensmitteluntersuchung (107005),"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Lebensmitteluntersuchung (107005)"
402010,Milchhygiene,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Milchhygiene"
402011,Milchproduktion,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Milchproduktion"
402012,Nutztierethologie,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Nutztierethologie"
402013,Tierernährung (403028),"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Tierernährung (403028)"
402014,Tierhaltung,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Tierhaltung"
402015,Tierproduktion,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Tierproduktion"
402016,Tierschutz,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Tierschutz"
402017,Tierzucht,"Agrarwissenschaften, Veterinärmedizin > Tierzucht, Tierproduktion > Tierzucht, Tierproduktion > Tierzucht"
403001,Anästhesiologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Anästhesiologie (Veterinärmedizin)"
403002,Anatomie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Anatomie (Veterinärmedizin)"
403003,Andrologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Andrologie (Veterinärmedizin)"
403004,Augenheilkunde (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Augenheilkunde (Veterinärmedizin)"
403005,Bakteriologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Bakteriologie (Veterinärmedizin)"
403035,Bestandsbetreuung,"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Bestandsbetreuung"
403006,Bildgebende Diagnostik (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Bildgebende Diagnostik (Veterinärmedizin)"
403007,Chirurgie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Chirurgie (Veterinärmedizin)"
403008,Diagnostik (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Diagnostik (Veterinärmedizin)"
403009,Embryologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Embryologie (Veterinärmedizin)"
403010,Geburtshilfe (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Geburtshilfe (Veterinärmedizin)"
403011,Gerichtliche Veterinärmedizin,"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Gerichtliche Veterinärmedizin"
403012,Geschichte der Veterinärmedizin,"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Geschichte der Veterinärmedizin"
403013,Gynäkologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Gynäkologie (Veterinärmedizin)"
403014,Histologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Histologie (Veterinärmedizin)"
403015,Hygiene (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Hygiene (Veterinärmedizin)"
403016,Immunologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Immunologie (Veterinärmedizin)"
403036,Intensivmedizin (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Intensivmedizin (Veterinärmedizin)"
403017,Interne Medizin (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Interne Medizin (Veterinärmedizin)"
403018,Labordiagnostik (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Labordiagnostik (Veterinärmedizin)"
403019,Medizinische Biochemie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Medizinische Biochemie (Veterinärmedizin)"
403020,Medizinische Chemie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Medizinische Chemie (Veterinärmedizin)"
403021,Neurologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Neurologie (Veterinärmedizin)"
403022,Orthopädie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Orthopädie (Veterinärmedizin)"
403023,Parasitologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Parasitologie (Veterinärmedizin)"
403024,Pathologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Pathologie (Veterinärmedizin)"
403025,Pharmakologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Pharmakologie (Veterinärmedizin)"
403026,Physiologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Physiologie (Veterinärmedizin)"
403027,Phytotherapie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Phytotherapie (Veterinärmedizin)"
403033,Regenerative Medizin (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Regenerative Medizin (Veterinärmedizin)"
403034,Schmerzmedizin (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Schmerzmedizin (Veterinärmedizin)"
403028,Tierernährung (402013),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Tierernährung (402013)"
403029,Tierseuchenbekämpfung,"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Tierseuchenbekämpfung"
403030,Toxikologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Toxikologie (Veterinärmedizin)"
403031,Virologie (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Virologie (Veterinärmedizin)"
403032,Zahnheilkunde (Veterinärmedizin),"Agrarwissenschaften, Veterinärmedizin > Veterinärmedizin > Veterinärmedizin > Zahnheilkunde (Veterinärmedizin)"
404001,Agrarbiotechnologie,"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie"
404002,Biopharming,"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Biopharming"
404003,Ethik in der Agrar- und Lebensmittelbiotechnologie,"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Ethik in der Agrar- und Lebensmittelbiotechnologie"
404004,Fermentation (209005),"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Fermentation (209005)"
404005,Gärungstechnologie,"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Gärungstechnologie"
404006,Gentechnik (304003),"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Gentechnik (304003)"
404007,Lebensmittelbiotechnologie,"Agrarwissenschaften, Veterinärmedizin > Agrarbiotechnologie, Lebensmittelbiotechnologie > Agrarbiotechnologie, Lebensmittelbiotechnologie > Lebensmittelbiotechnologie"
405001,Agrarökologie,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Agrarökologie"
405002,Agrarökonomie,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Agrarökonomie"
405003,Agrarpolitik,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Agrarpolitik"
405006,Agrarsoziologie,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Agrarsoziologie"
405004,Nachhaltige Landwirtschaft,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Nachhaltige Landwirtschaft"
405005,Wildtierkunde,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Wildtierkunde"
405007,Wildtiermanagement,"Agrarwissenschaften, Veterinärmedizin > Andere Agrarwissenschaften > Andere Agrarwissenschaften > Wildtiermanagement"
501001,Allgemeine Psychologie,Sozialwissenschaften > Psychologie > Psychologie > Allgemeine Psychologie
501002,Angewandte Psychologie,Sozialwissenschaften > Psychologie > Psychologie > Angewandte Psychologie
501003,Arbeitspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Arbeitspsychologie
501004,Differentielle Psychologie,Sozialwissenschaften > Psychologie > Psychologie > Differentielle Psychologie
501005,Entwicklungspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Entwicklungspsychologie
501006,Experimentalpsychologie,Sozialwissenschaften > Psychologie > Psychologie > Experimentalpsychologie
501007,Geschichte der Psychologie,Sozialwissenschaften > Psychologie > Psychologie > Geschichte der Psychologie
501008,Gruppendynamik,Sozialwissenschaften > Psychologie > Psychologie > Gruppendynamik
501009,Kinder- und Jugendpsychologie,Sozialwissenschaften > Psychologie > Psychologie > Kinder- und Jugendpsychologie
501010,Klinische Psychologie,Sozialwissenschaften > Psychologie > Psychologie > Klinische Psychologie
501011,Kognitionspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Kognitionspsychologie
501030,Kognitionswissenschaft,Sozialwissenschaften > Psychologie > Psychologie > Kognitionswissenschaft
501012,Medienpsychologie,Sozialwissenschaften > Psychologie > Psychologie > Medienpsychologie
501013,Motivationspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Motivationspsychologie
501027,Musiktherapie,Sozialwissenschaften > Psychologie > Psychologie > Musiktherapie
501014,Neuropsychologie,Sozialwissenschaften > Psychologie > Psychologie > Neuropsychologie
501015,Organisationspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Organisationspsychologie
501016,Pädagogische Psychologie,Sozialwissenschaften > Psychologie > Psychologie > Pädagogische Psychologie
501017,Psychoanalyse,Sozialwissenschaften > Psychologie > Psychologie > Psychoanalyse
501018,Psychologische Diagnostik,Sozialwissenschaften > Psychologie > Psychologie > Psychologische Diagnostik
501028,Psychosoziale Notfallversorgung (PSNV),Sozialwissenschaften > Psychologie > Psychologie > Psychosoziale Notfallversorgung (PSNV)
501019,Psychotherapie,Sozialwissenschaften > Psychologie > Psychologie > Psychotherapie
501020,Rechtspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Rechtspsychologie
501021,Sozialpsychologie,Sozialwissenschaften > Psychologie > Psychologie > Sozialpsychologie
501022,Suizidologie,Sozialwissenschaften > Psychologie > Psychologie > Suizidologie
501023,Tiefenpsychologie,Sozialwissenschaften > Psychologie > Psychologie > Tiefenpsychologie
501024,Verhaltenstherapie,Sozialwissenschaften > Psychologie > Psychologie > Verhaltenstherapie
501025,Verkehrspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Verkehrspsychologie
501026,Wahrnehmungspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Wahrnehmungspsychologie
501029,Wirtschaftspsychologie,Sozialwissenschaften > Psychologie > Psychologie > Wirtschaftspsychologie
502001,Arbeitsmarktpolitik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Arbeitsmarktpolitik
502002,Arbeitsmarkttheorie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Arbeitsmarkttheorie
502003,Außenhandel,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Außenhandel
502004,Bankbetriebslehre,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Bankbetriebslehre
502052,Betriebswirtschaftslehre,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Betriebswirtschaftslehre
502005,Bildungsökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Bildungsökonomie
502006,Controlling,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Controlling
502058,Digitale Transformation,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Digitale Transformation
502007,E-Commerce,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > E-Commerce
502054,Entrepreneurship,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Entrepreneurship
502008,Entwicklungsökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Entwicklungsökonomie
502057,Experimentelle Ökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Experimentelle Ökonomie
